District,Mandal,Date,Rainfall (mm),temp_min (⁰C),temp_max (⁰C),humidity_min (%),humidity_max (%),wind_speed_max (Kmph),wind_speed_min (Kmph),Month,Year
Medak,Chegunta,09-01-2020,0,19.9,29.6,56.1,95.2,2.7,0,1,2020
Medak,Chegunta,10-01-2020,0,17.7,29.2,76,87.8,1.6,0,1,2020
Medak,Chegunta,11-01-2020,0,15.5,28.4,58.3,92.8,7.6,0,1,2020
Medak,Chegunta,12-01-2020,0,15.1,29.8,44,95.7,7.7,0,1,2020
Medak,Chegunta,13-01-2020,0,12.3,29.9,29.7,94.8,4.5,0,1,2020
Medak,Chegunta,14-01-2020,0,13.9,32.1,31.3,98.2,7.1,0,1,2020
Medak,Chegunta,15-01-2020,0,17.5,31.9,31,100,7.7,0,1,2020
Medak,Chegunta,16-01-2020,0,17.5,30.4,31.5,93,12.6,0,1,2020
Medak,Chegunta,17-01-2020,0,18.1,30.8,39.3,93.6,2.2,0,1,2020
Medak,Chegunta,18-01-2020,0,19.7,28.8,49,92.5,2.5,0,1,2020
Medak,Chegunta,19-01-2020,0,19.4,30.3,41.8,91.1,1.3,0,1,2020
Medak,Chegunta,20-01-2020,0,18.8,31.3,40,97,3.9,0,1,2020
Medak,Chegunta,21-01-2020,0,19.1,30.1,47.7,94.7,2.8,0,1,2020
Medak,Chegunta,22-01-2020,0,18.7,30.1,47.1,95.8,2.6,0,1,2020
Medak,Chegunta,23-01-2020,0,17.2,29.4,41.6,92,2.1,0,1,2020
Medak,Chegunta,24-01-2020,0,17.6,30,38.2,87.9,2.3,0,1,2020
Medak,Chegunta,25-01-2020,0,16.6,30.5,36.2,91.6,2.1,0,1,2020
Medak,Chegunta,26-01-2020,0,18.5,30.9,36.4,86.2,2,0,1,2020
Medak,Chegunta,27-01-2020,0,16.9,31.1,32.5,85.3,2.2,0,1,2020
Medak,Chegunta,28-01-2020,0,18.7,32.6,29.8,88.4,2.2,0,1,2020
Medak,Chegunta,29-01-2020,0,18.5,31.6,38.8,93.1,1.9,0,1,2020
Medak,Chegunta,30-01-2020,0,18.3,29.6,44.7,84.3,2.2,0,1,2020
Medak,Chegunta,31-01-2020,0,17.2,30.4,44.4,82.6,2,0,1,2020
Medak,Chegunta,01-02-2020,0,18.4,29.3,50.2,91.6,3.4,0,2,2020
Medak,Chegunta,02-02-2020,0,18.3,30.2,50.3,90.7,2.7,0,2,2020
Medak,Chegunta,03-02-2020,0,18.5,28.2,53.7,95.1,2.5,0,2,2020
Medak,Chegunta,04-02-2020,0,19.1,29.9,46.1,88.5,2.5,0,2,2020
Medak,Chegunta,05-02-2020,0,19.3,32.4,28.3,86.3,2.4,0,2,2020
Medak,Chegunta,06-02-2020,0,20,32.2,37.8,87.2,2,0,2,2020
Medak,Chegunta,07-02-2020,0,19.7,32.4,32.5,93.1,3,0,2,2020
Medak,Chegunta,08-02-2020,0,20.2,31.4,37,95.7,1.9,0,2,2020
Medak,Chegunta,09-02-2020,1.6,16.9,27.6,62,96.9,2.9,0,2,2020
Medak,Chegunta,10-02-2020,0,18,23.4,71.8,97.3,3,0,2,2020
Medak,Chegunta,11-02-2020,0,18.8,28.5,56.2,97.1,1.7,0,2,2020
Medak,Chegunta,12-02-2020,0,18.8,28.1,57.3,97.1,2.2,0,2,2020
Medak,Chegunta,13-02-2020,0,18.3,27.8,56.5,90.8,2.4,0,2,2020
Medak,Chegunta,14-02-2020,0,18.1,29.9,31.8,73.3,2.6,0,2,2020
Medak,Chegunta,15-02-2020,0,17.4,32.4,26,75.2,1.4,0,2,2020
Medak,Chegunta,16-02-2020,0,19.1,31.2,30.7,69.9,1.5,0,2,2020
Medak,Chegunta,17-02-2020,0,18.9,32.7,32,75.4,1.8,0,2,2020
Medak,Chegunta,18-02-2020,0,18.6,32.1,31.7,71.4,3.4,0,2,2020
Medak,Chegunta,19-02-2020,0,17.8,31.5,19.2,69.8,3.3,0,2,2020
Medak,Chegunta,20-02-2020,0,18.9,32.6,27.7,94.5,2.1,0,2,2020
Medak,Chegunta,21-02-2020,0,18.4,31,37.8,92.4,3,0,2,2020
Medak,Chegunta,22-02-2020,0,17.8,31.2,33.2,83.5,3.3,0,2,2020
Medak,Chegunta,23-02-2020,0,18.6,32.5,29,75.3,1.7,0,2,2020
Medak,Chegunta,24-02-2020,0,18.1,32.3,30.4,90.2,1.9,0,2,2020
Medak,Chegunta,25-02-2020,0,20.4,35,26.9,82.7,2.7,0,2,2020
Medak,Chegunta,26-02-2020,0,18.8,31.1,36.3,75.8,2,0,2,2020
Medak,Chegunta,27-02-2020,0,18.3,30.7,31.3,61.1,3.3,0,2,2020
Medak,Chegunta,28-02-2020,0,18,31.5,26.8,92.9,2.5,0,2,2020
Medak,Chegunta,29-02-2020,0,19.2,32,33.9,93.2,2.2,0,2,2020
Medak,Chegunta,01-03-2020,0,19.9,31.9,38.2,95.4,2.1,0,3,2020
Medak,Chegunta,02-03-2020,0,21.9,32.2,36.4,81.1,2.8,0,3,2020
Medak,Chegunta,03-03-2020,0,21.3,33.1,27.7,83.7,2,0,3,2020
Medak,Chegunta,04-03-2020,0,21.2,33.5,37.2,87.6,2,0,3,2020
Medak,Chegunta,05-03-2020,0,18.7,34.2,26.2,72.6,3.1,0,3,2020
Medak,Chegunta,06-03-2020,0,21.4,32.3,28.9,95.3,1.6,0,3,2020
Medak,Chegunta,07-03-2020,0,22.7,33.3,32.4,91.8,2.1,0,3,2020
Medak,Chegunta,08-03-2020,0,22.2,32.5,36.4,90.8,1.8,0,3,2020
Medak,Chegunta,09-03-2020,1.7,20.6,31.9,49.5,97.6,2.9,0,3,2020
Medak,Chegunta,10-03-2020,0,21.9,30.4,53.2,81.2,2.4,0,3,2020
Medak,Chegunta,11-03-2020,0,23.2,34.1,42.1,85.1,2.9,0,3,2020
Medak,Chegunta,12-03-2020,0,22,33.6,43.8,92.4,2,0,3,2020
Medak,Chegunta,13-03-2020,2.1,21.4,31.8,56.2,95.2,2.2,0,3,2020
Medak,Chegunta,14-03-2020,0,21.6,35,36.3,94.4,3.2,0,3,2020
Medak,Chegunta,15-03-2020,0,21.4,33.7,41.7,83,2,0,3,2020
Medak,Chegunta,16-03-2020,0,21,33.5,35.8,93.7,2.5,0,3,2020
Medak,Chegunta,17-03-2020,0,22.3,33.3,33.3,81.1,2.4,0,3,2020
Medak,Chegunta,18-03-2020,0,21.4,35.4,30,78.1,3.2,0,3,2020
Medak,Chegunta,19-03-2020,1.8,22.1,36.6,25.7,91.3,2.2,0,3,2020
Medak,Chegunta,20-03-2020,0,21.6,35.6,36.8,79.9,2,0,3,2020
Medak,Chegunta,21-03-2020,0,21.4,35.8,28.5,91.6,2.5,0,3,2020
Medak,Chegunta,22-03-2020,0,21.5,34.1,21.9,93.8,2.8,0,3,2020
Medak,Chegunta,23-03-2020,0,22.3,34.9,23.2,90.7,2,0,3,2020
Medak,Chegunta,24-03-2020,0,22.5,34.6,35.8,86.4,2,0,3,2020
Medak,Chegunta,25-03-2020,0,22.8,35.8,31.6,80.5,2.9,0,3,2020
Medak,Chegunta,26-03-2020,0,22,35,33.6,79,2.9,0,3,2020
Medak,Chegunta,27-03-2020,0,23.4,34.2,35.8,68.8,2.5,0,3,2020
Medak,Chegunta,28-03-2020,0,23.3,36.5,27.9,58.2,2,0,3,2020
Medak,Chegunta,29-03-2020,0,23.8,36.8,27.2,68.9,1.7,0,3,2020
Medak,Chegunta,30-03-2020,0,22.3,37,29.1,69.5,4.9,0,3,2020
Medak,Chegunta,31-03-2020,0,22.7,36.3,32.3,72,2.9,0,3,2020
Medak,Narsingi,01-01-2020,0,18.6,25.7,66.6,95.6,7.1,0,1,2020
Medak,Narsingi,02-01-2020,0,20.2,29.4,58.8,93.3,8.7,0,1,2020
Medak,Narsingi,03-01-2020,7,20.2,29.9,57.3,99.8,6.6,0,1,2020
Medak,Narsingi,04-01-2020,0.5,17.1,28.7,62.7,100,8.5,0,1,2020
Medak,Narsingi,05-01-2020,0,16.6,27.1,67,100,9.1,0,1,2020
Medak,Narsingi,06-01-2020,0,15.5,25.5,54.4,94.5,12.5,0,1,2020
Medak,Narsingi,07-01-2020,0,19.5,29.1,56.4,90,10.8,0,1,2020
Medak,Narsingi,08-01-2020,0,19.3,30,57.9,100,7.9,0,1,2020
Medak,Narsingi,09-01-2020,0,19.5,30.7,54.4,100,6,0,1,2020
Medak,Narsingi,10-01-2020,0,17.6,30.3,54.4,97.6,9.6,0,1,2020
Medak,Narsingi,11-01-2020,0,14.8,27.2,60.3,87.8,9.8,0,1,2020
Medak,Narsingi,12-01-2020,0,14,28.6,44.3,99,8.9,0,1,2020
Medak,Narsingi,13-01-2020,0,10.4,29.7,27,97.8,5.7,0,1,2020
Medak,Narsingi,14-01-2020,0,13.3,32.5,29.3,99.1,5,0,1,2020
Medak,Narsingi,15-01-2020,0,16.3,32.3,29.3,100,5.8,0,1,2020
Medak,Narsingi,16-01-2020,0,15.9,31.4,26.3,88.7,8.7,0,1,2020
Medak,Narsingi,17-01-2020,0,17,31.3,37.6,99.6,5.9,0,1,2020
Medak,Narsingi,18-01-2020,0,19.5,29.5,48.7,90.2,5.3,0,1,2020
Medak,Narsingi,19-01-2020,0,17.8,31.4,39,94.5,4.9,0,1,2020
Medak,Narsingi,20-01-2020,0,18.4,33.7,33.9,100,9.4,0,1,2020
Medak,Narsingi,21-01-2020,0,18.7,29.7,45.9,99.6,6.5,0,1,2020
Medak,Narsingi,22-01-2020,0,18.2,31.9,42.4,100,9,0,1,2020
Medak,Narsingi,23-01-2020,0,15,30.9,39.3,100,7.2,0,1,2020
Medak,Narsingi,24-01-2020,0,14.3,30.3,37.6,100,8.8,0,1,2020
Medak,Narsingi,25-01-2020,0,15.4,30.6,33.6,100,8.2,0,1,2020
Medak,Narsingi,26-01-2020,0,15.1,32.7,32.6,100,5.3,0,1,2020
Medak,Narsingi,27-01-2020,0,15.4,32.2,29.6,94.3,5.4,0,1,2020
Medak,Narsingi,28-01-2020,0,16.6,34.6,19.5,96.1,4.9,0,1,2020
Medak,Narsingi,29-01-2020,0,16.8,32.7,36.2,100,6.4,0,1,2020
Medak,Narsingi,30-01-2020,0,16.7,32.3,39,96.1,4.4,0,1,2020
Medak,Narsingi,31-01-2020,0,16.6,29.8,47,83.9,8.9,0,1,2020
Medak,Narsingi,01-02-2020,0,17.7,29.2,49.8,91.6,10.2,0,2,2020
Medak,Narsingi,02-02-2020,0,18,30.9,48.7,84.8,12.1,0,2,2020
Medak,Narsingi,03-02-2020,0,17.9,28.5,53.4,100,6.9,0,2,2020
Medak,Narsingi,04-02-2020,0,18.9,31.3,41.3,87.3,5.6,0,2,2020
Medak,Narsingi,05-02-2020,0,18.6,33.7,24.6,78.4,8.4,0,2,2020
Medak,Narsingi,06-02-2020,0,18.2,33.8,34.2,90.2,8.2,0,2,2020
Medak,Narsingi,07-02-2020,0,18.7,33.7,29.9,99.1,7.7,0,2,2020
Medak,Narsingi,08-02-2020,0,19.5,32.7,35.7,100,7.5,0,2,2020
Medak,Narsingi,09-02-2020,1.3,16.6,27.5,70.2,100,14.2,0,2,2020
Medak,Narsingi,10-02-2020,1.8,17.5,23.2,85.2,100,12,0,2,2020
Medak,Narsingi,11-02-2020,0,18.5,28.5,63.7,100,7.2,0,2,2020
Medak,Narsingi,12-02-2020,1.5,18.4,28,59.8,100,8.4,0,2,2020
Medak,Narsingi,13-02-2020,0,15.2,29.3,58.3,100,7.1,0,2,2020
Medak,Narsingi,14-02-2020,0,14.4,30.7,27.6,90.5,10.5,0,2,2020
Medak,Narsingi,15-02-2020,0,14.2,34.5,18.6,95.1,7.6,0,2,2020
Medak,Narsingi,16-02-2020,0,15.4,30.9,28.3,89.1,6.4,0,2,2020
Medak,Narsingi,17-02-2020,0,15.7,33.4,29.3,85.5,9,0,2,2020
Medak,Narsingi,18-02-2020,0,14.6,32,29.9,90,10.7,0,2,2020
Medak,Narsingi,19-02-2020,0,14.1,31.7,13.3,82.8,10.2,0,2,2020
Medak,Narsingi,20-02-2020,0,17.3,33.7,22.6,100,8.7,0,2,2020
Medak,Narsingi,21-02-2020,0,17.2,32.7,34.5,98.6,10.5,0,2,2020
Medak,Narsingi,22-02-2020,0,15.7,31.6,29.3,83.7,8.5,0,2,2020
Medak,Narsingi,23-02-2020,0,16.9,32.1,29.3,72.6,8.2,0,2,2020
Medak,Narsingi,24-02-2020,0,17.4,33.3,29.9,91.1,8.6,0,2,2020
Medak,Narsingi,25-02-2020,0,17.3,36.2,18.8,91.6,6.1,0,2,2020
Medak,Narsingi,26-02-2020,0,17.3,32.6,29.3,77.5,5.8,0,2,2020
Medak,Narsingi,27-02-2020,0,14.3,30.5,28.3,60.8,15.5,0,2,2020
Medak,Narsingi,28-02-2020,0,16.5,30.9,22.4,96.6,8,0,2,2020
Medak,Narsingi,29-02-2020,0,18.8,32.3,28.6,99.1,8.4,0,2,2020
Medak,Narsingi,01-03-2020,0,18.9,33.9,32.8,99.6,6.6,0,3,2020
Medak,Narsingi,02-03-2020,0,18.6,33.1,33.9,93,7.1,0,3,2020
Medak,Narsingi,03-03-2020,0,19.2,35,25.5,87.5,3.4,0,3,2020
Medak,Narsingi,04-03-2020,0,18.3,34.6,33.9,99.6,11.4,0,3,2020
Medak,Narsingi,05-03-2020,0,14.6,35.1,21.5,85.5,7.6,0,3,2020
Medak,Narsingi,06-03-2020,0,20.5,34.8,21.3,100,4.5,0,3,2020
Medak,Narsingi,07-03-2020,0,21.1,33.4,33.9,98.8,13.4,0,3,2020
Medak,Narsingi,08-03-2020,0,20.9,35.1,30.9,99.4,6.1,0,3,2020
Medak,Narsingi,09-03-2020,1.5,19.6,32.9,50.8,100,10.6,0,3,2020
Medak,Narsingi,10-03-2020,2,19.6,30.9,54.3,85.2,8.1,0,3,2020
Medak,Narsingi,11-03-2020,0,22.2,35.5,44.4,86.8,7.8,0,3,2020
Medak,Narsingi,12-03-2020,1,20.9,34,41,97.3,3.8,0,3,2020
Medak,Narsingi,13-03-2020,1,20.6,31.4,62.8,99.8,6.8,0,3,2020
Medak,Narsingi,14-03-2020,0,20.5,35.1,39.4,100,8.4,0,3,2020
Medak,Narsingi,15-03-2020,0,20.8,34,45.6,90.2,6.5,0,3,2020
Medak,Narsingi,16-03-2020,0,20.7,31.8,44.1,93.3,9.6,0,3,2020
Medak,Narsingi,17-03-2020,0,20.6,33.9,33.5,80.8,8.3,0,3,2020
Medak,Narsingi,18-03-2020,0,19.2,35.5,30.2,79.3,8.9,0,3,2020
Medak,Narsingi,19-03-2020,0,20.8,36.4,22.8,91.4,4.3,0,3,2020
Medak,Narsingi,20-03-2020,0,20.5,36.4,37.1,83.6,6.6,0,3,2020
Medak,Narsingi,21-03-2020,0,20.4,36.4,26.2,92.2,6.8,0,3,2020
Medak,Narsingi,22-03-2020,0,19.7,35.9,19.5,99.7,4,0,3,2020
Medak,Narsingi,23-03-2020,0,20.8,36.4,19.5,88.6,3.9,0,3,2020
Medak,Narsingi,24-03-2020,0,21.7,35.2,33.5,76.3,6.9,0,3,2020
Medak,Narsingi,25-03-2020,0,21.1,36.5,29.8,74.9,8.4,0,3,2020
Medak,Narsingi,26-03-2020,0,22.6,34.2,37.7,68.3,7.7,0,3,2020
Medak,Narsingi,27-03-2020,0,22.6,34,37.4,64.2,10.2,0,3,2020
Medak,Narsingi,28-03-2020,0,23.6,37.1,23.8,63.7,8,0,3,2020
Medak,Narsingi,29-03-2020,0,22,36.2,23.3,68.6,7.3,0,3,2020
Medak,Narsingi,30-03-2020,0,22.8,37.1,25.1,62.2,6,0,3,2020
Medak,Narsingi,31-03-2020,0,23.3,35.2,36,59.3,11,0,3,2020
Medak,Shankarampet_R,01-01-2020,0,19,25.9,76.2,96,15,0,1,2020
Medak,Shankarampet_R,02-01-2020,0,20.6,27.9,57.5,95.4,12.7,0,1,2020
Medak,Shankarampet_R,03-01-2020,2.7,20.8,28.2,56.2,98.2,13.9,0,1,2020
Medak,Shankarampet_R,04-01-2020,0,17.9,27.9,58,100,6.3,0,1,2020
Medak,Shankarampet_R,05-01-2020,0,16.2,27.8,60.7,100,5.4,0,1,2020
Medak,Shankarampet_R,06-01-2020,0,16.4,26.6,52.5,88.2,5.7,0,1,2020
Medak,Shankarampet_R,07-01-2020,0,18.8,28,56.2,100,9.5,0,1,2020
Medak,Shankarampet_R,08-01-2020,0,19.8,27.8,59.8,97.4,12.9,0,1,2020
Medak,Shankarampet_R,09-01-2020,0,19.6,29.1,53.4,99.7,14.5,0,1,2020
Medak,Shankarampet_R,10-01-2020,0,17.7,27.3,59.8,96,9.9,0,1,2020
Medak,Shankarampet_R,11-01-2020,0,15,27.9,53,92,6.3,0,1,2020
Medak,Shankarampet_R,12-01-2020,0,14.5,28.8,41.9,94.8,8,0,1,2020
Medak,Shankarampet_R,13-01-2020,0,10.9,28.9,32.4,92.8,3.8,0,1,2020
Medak,Shankarampet_R,14-01-2020,0,14.2,30.8,33.3,97.4,10.9,0,1,2020
Medak,Shankarampet_R,15-01-2020,0,16.8,30.6,32.1,100,10.2,0,1,2020
Medak,Shankarampet_R,16-01-2020,0,16.6,29.1,32.7,94.2,15.6,0,1,2020
Medak,Shankarampet_R,17-01-2020,0,17.4,29,39.8,100,12.1,0,1,2020
Medak,Shankarampet_R,18-01-2020,0,19.4,28.8,44.6,96.8,11.3,0,1,2020
Medak,Shankarampet_R,19-01-2020,0,18.5,30.2,41.7,97.3,11.4,0,1,2020
Medak,Shankarampet_R,20-01-2020,0,18.3,31.5,35.5,100,11.9,0,1,2020
Medak,Shankarampet_R,21-01-2020,0,18.9,30.1,44.4,95.1,12.3,0,1,2020
Medak,Shankarampet_R,22-01-2020,0,18.4,30,44.4,100,14.4,0,1,2020
Medak,Shankarampet_R,23-01-2020,0,15.8,29.8,38.7,98.1,12.6,0,1,2020
Medak,Shankarampet_R,24-01-2020,0,16.1,30.2,35.5,95.7,8.8,0,1,2020
Medak,Shankarampet_R,25-01-2020,0,15.9,31,35,99.4,7.1,0,1,2020
Medak,Shankarampet_R,26-01-2020,0,17.1,32.1,33.3,96.6,7.3,0,1,2020
Medak,Shankarampet_R,27-01-2020,0,15.2,32.1,32.1,96.2,1.7,0,1,2020
Medak,Shankarampet_R,28-01-2020,0,17.7,32.7,24.7,92.7,13.4,0,1,2020
Medak,Shankarampet_R,29-01-2020,0,17.7,32,37.4,95.5,10.8,0,1,2020
Medak,Shankarampet_R,30-01-2020,0,16.1,30,42.3,91.6,6.9,0,1,2020
Medak,Shankarampet_R,31-01-2020,0,16.1,30.6,46.4,88.4,4.3,0,1,2020
Medak,Shankarampet_R,01-02-2020,0,18.2,29.4,48.5,93.2,7.9,0,2,2020
Medak,Shankarampet_R,02-02-2020,0,18.2,30.2,45.9,91.9,14.6,0,2,2020
Medak,Shankarampet_R,03-02-2020,0,17.7,28.3,52.5,100,14.1,0,2,2020
Medak,Shankarampet_R,04-02-2020,0,18.8,30.5,41.3,92.7,10.8,0,2,2020
Medak,Shankarampet_R,05-02-2020,0,19.1,32.2,27.4,87.6,13.6,0,2,2020
Medak,Shankarampet_R,06-02-2020,0,19,31.5,37.1,92.7,7,0,2,2020
Medak,Shankarampet_R,07-02-2020,0,19.1,32.3,31.1,96.5,12.7,0,2,2020
Medak,Shankarampet_R,08-02-2020,0,19.7,31.6,36.1,100,15.2,0,2,2020
Medak,Shankarampet_R,09-02-2020,3.4,16.9,28.7,54.8,100,8.5,0,2,2020
Medak,Shankarampet_R,10-02-2020,0,18.3,23.4,71.3,99.3,10.2,0,2,2020
Medak,Shankarampet_R,11-02-2020,0,18.1,27.8,60.3,100,10.3,0,2,2020
Medak,Shankarampet_R,12-02-2020,0,18.3,28,55.9,100,10.7,0,2,2020
Medak,Shankarampet_R,13-02-2020,0,15.6,29.4,50.8,100,7.3,0,2,2020
Medak,Shankarampet_R,14-02-2020,0,16,31.4,29,78.1,6.5,0,2,2020
Medak,Shankarampet_R,15-02-2020,0,15.8,32.1,26.2,84,7.5,0,2,2020
Medak,Shankarampet_R,16-02-2020,0,16.8,31.8,30.4,80.6,5.2,0,2,2020
Medak,Shankarampet_R,17-02-2020,0,16.6,33.5,31.5,84.4,9.4,0,2,2020
Medak,Shankarampet_R,18-02-2020,0,15.3,34,28.1,79.8,7,0,2,2020
Medak,Shankarampet_R,19-02-2020,0,16.2,33.5,17.5,76.3,5.8,0,2,2020
Medak,Shankarampet_R,20-02-2020,0,18,33.5,24.3,100,8.8,0,2,2020
Medak,Shankarampet_R,21-02-2020,0,17.4,31.2,36.6,95.3,14.9,0,2,2020
Medak,Shankarampet_R,22-02-2020,0,17.7,31,30.2,85.1,12.7,0,2,2020
Medak,Shankarampet_R,23-02-2020,0,18.1,32.1,26.8,78.3,14.3,0,2,2020
Medak,Shankarampet_R,24-02-2020,0,17.9,31.8,29,91.9,15,0,2,2020
Medak,Shankarampet_R,25-02-2020,0,19.4,34.7,24.3,85.9,9.7,0,2,2020
Medak,Shankarampet_R,26-02-2020,0,18.5,31.8,30.2,77.8,9.7,0,2,2020
Medak,Shankarampet_R,27-02-2020,0,18,31.7,28.4,57,8.7,0,2,2020
Medak,Shankarampet_R,28-02-2020,0,17.1,32.1,24.1,96.9,8.1,0,2,2020
Medak,Shankarampet_R,29-02-2020,0,19.4,32.1,30.2,96.9,11.6,0,2,2020
Medak,Shankarampet_R,01-03-2020,0,19.5,33.1,29.9,98.8,12.3,0,3,2020
Medak,Shankarampet_R,02-03-2020,0,21,32.5,35.3,83.2,11.4,0,3,2020
Medak,Shankarampet_R,03-03-2020,0,20.4,33.5,26.8,86.8,6.5,0,3,2020
Medak,Shankarampet_R,04-03-2020,0,20,32.8,36.4,90.2,13,0,3,2020
Medak,Shankarampet_R,05-03-2020,0,16.8,33.2,26.8,79.4,9.3,0,3,2020
Medak,Shankarampet_R,06-03-2020,0,21,32.5,28.1,87.4,9.4,0,3,2020
Medak,Shankarampet_R,07-03-2020,0,22.2,33.4,33.1,94.9,15.3,0,3,2020
Medak,Shankarampet_R,08-03-2020,0,22,33.1,34.3,93,6.9,0,3,2020
Medak,Shankarampet_R,09-03-2020,2.2,20.8,32,48.4,100,10,0,3,2020
Medak,Shankarampet_R,10-03-2020,0,21.1,30.4,50.6,82.3,10.5,0,3,2020
Medak,Shankarampet_R,11-03-2020,0,23,34.2,40.6,87,15.7,0,3,2020
Medak,Shankarampet_R,12-03-2020,0,21.7,32.6,41.6,94.9,7.7,0,3,2020
Medak,Shankarampet_R,13-03-2020,5.2,21.1,31.6,54.3,100,10.2,0,3,2020
Medak,Shankarampet_R,14-03-2020,0,21,34.5,30.5,100,14.8,0,3,2020
Medak,Shankarampet_R,15-03-2020,0,21.2,32.8,42.6,88.2,8.4,0,3,2020
Medak,Shankarampet_R,16-03-2020,0,20.8,33.1,37.4,95.4,12.7,0,3,2020
Medak,Shankarampet_R,17-03-2020,0,21.5,33.4,31.8,85.7,13.9,0,3,2020
Medak,Shankarampet_R,18-03-2020,0,21.5,35.5,28.6,75.9,14.9,0,3,2020
Medak,Shankarampet_R,19-03-2020,0.7,21.7,36.3,21.9,97.3,8.1,0,3,2020
Medak,Shankarampet_R,20-03-2020,0,21.7,34.7,36.9,85.3,10.8,0,3,2020
Medak,Shankarampet_R,21-03-2020,0,20.8,35.8,26.5,95.4,10.3,0,3,2020
Medak,Shankarampet_R,22-03-2020,0,21.5,34.1,22.5,98.7,7.4,0,3,2020
Medak,Shankarampet_R,23-03-2020,0,22.2,34.7,20.6,93.9,11,0,3,2020
Medak,Shankarampet_R,24-03-2020,0,22.1,35.8,31.4,87,9,0,3,2020
Medak,Shankarampet_R,25-03-2020,0,21.3,35.9,29.6,83.2,9.6,0,3,2020
Medak,Shankarampet_R,26-03-2020,0,22.2,34.6,33,75.9,12.1,0,3,2020
Medak,Shankarampet_R,27-03-2020,0,22.5,34.9,33.3,71.3,9.8,0,3,2020
Medak,Shankarampet_R,28-03-2020,0,22.2,36.3,25.8,57.5,13.1,0,3,2020
Medak,Shankarampet_R,29-03-2020,0,23.9,37.2,24.2,65.1,4.3,0,3,2020
Medak,Shankarampet_R,30-03-2020,0,22,36.8,26.5,69.2,15.2,0,3,2020
Medak,Shankarampet_R,31-03-2020,0,21.4,35.7,31.4,74.3,10,0,3,2020
Medak,Medak,01-01-2020,0,19.2,26.9,65.1,93.3,9.4,0,1,2020
Medak,Medak,02-01-2020,0.5,20.6,29.1,57.8,92.5,8.6,0,1,2020
Medak,Medak,03-01-2020,0,21,29.5,57.7,94,9.3,0,1,2020
Medak,Medak,04-01-2020,0,17.9,28.6,56.5,96.1,5,0,1,2020
Medak,Medak,05-01-2020,0,17.2,27.7,60.5,93.6,4.8,0,1,2020
Medak,Medak,06-01-2020,0,17.2,27.3,53.4,82.9,5.7,0,1,2020
Medak,Medak,07-01-2020,0,19.5,29.1,55.2,94.2,7.1,0,1,2020
Medak,Medak,08-01-2020,0,19.6,29.6,57.2,94.9,8.4,0,1,2020
Medak,Medak,09-01-2020,0,20,29.9,56.2,96,9.3,0,1,2020
Medak,Medak,10-01-2020,0,18.2,28.3,59.3,92.9,6.8,0,1,2020
Medak,Medak,11-01-2020,0,15.9,28.5,55.5,87.2,6.3,0,1,2020
Medak,Medak,12-01-2020,0,14.6,29.5,44.2,92.2,5.7,0,1,2020
Medak,Medak,13-01-2020,0,12.5,29.5,33.6,93.5,5.3,0,1,2020
Medak,Medak,14-01-2020,0,15.3,30,34,93,3.5,0,1,2020
Medak,Medak,15-01-2020,0,17.1,32,33,95.8,5.7,0,1,2020
Medak,Medak,16-01-2020,0,16.9,30.3,29.7,92.3,9.4,0,1,2020
Medak,Medak,17-01-2020,0,17,30.7,37.6,94.4,8.3,0,1,2020
Medak,Medak,18-01-2020,0,19.8,30,46.8,92.2,7.7,0,1,2020
Medak,Medak,19-01-2020,0,19,31.3,42.8,93.2,6.1,0,1,2020
Medak,Medak,20-01-2020,0,19,32.1,36.8,95.9,7.3,0,1,2020
Medak,Medak,21-01-2020,0,19.2,31.5,43.8,93.3,7.3,0,1,2020
Medak,Medak,22-01-2020,0,18.6,31.7,42.1,95.9,7.4,0,1,2020
Medak,Medak,23-01-2020,0,16.9,32.2,39.2,92.8,14.5,0,1,2020
Medak,Medak,24-01-2020,0,16.7,31.9,37.8,92.4,12.2,0,1,2020
Medak,Medak,25-01-2020,0,16.4,32.4,37.1,95.2,11.2,0,1,2020
Medak,Medak,26-01-2020,0,17.2,32.6,37.2,96.2,10.5,0,1,2020
Medak,Medak,27-01-2020,0,16.3,31.7,38.1,92.1,15.5,0,1,2020
Medak,Medak,28-01-2020,0,18.4,34.3,27.2,88.5,11.9,0,1,2020
Medak,Medak,29-01-2020,0,18,31.9,36.6,91.5,9.9,0,1,2020
Medak,Medak,30-01-2020,0,18,30.5,41.9,88.3,11.7,0,1,2020
Medak,Medak,31-01-2020,0,16.7,30.7,44.9,90.3,11.9,0,1,2020
Medak,Medak,01-02-2020,0,19.2,30.7,47.2,87.8,15.5,0,2,2020
Medak,Medak,02-02-2020,0,19.6,32.9,39.3,86.6,15.1,0,2,2020
Medak,Medak,03-02-2020,0,18.9,30.2,52.5,93.9,10.2,0,2,2020
Medak,Medak,04-02-2020,0,18.8,32.4,40.3,89.2,14.3,0,2,2020
Medak,Medak,05-02-2020,0,18.4,33.3,30,78.6,13.1,0,2,2020
Medak,Medak,06-02-2020,0,19,32.1,39,91,1.9,0,2,2020
Medak,Medak,07-02-2020,0,19.2,33.6,32.6,93.2,8.1,0,2,2020
Medak,Medak,08-02-2020,0,19.9,33.7,35.5,83.5,12.1,0,2,2020
Medak,Medak,09-02-2020,14.6,17.1,28.5,62.6,94.8,6.6,0,2,2020
