District,Mandal,Date,Rainfall (mm),temp_min (⁰C),temp_max (⁰C),humidity_min (%),Humidity_max (%),wind_speed_min (Kmph),wind_speed_max (Kmph),Month,Year
Jagtial,Dharmapuri,14-08-2019,9.3,24.3,28.2,99.9,100,0,11,8,2019
Jagtial,Dharmapuri,15-08-2019,16.4,24.2,32.1,96.4,100,0,13.1,8,2019
Jagtial,Dharmapuri,16-08-2019,0,26.4,34.6,79.1,100,1.7,13.5,8,2019
Jagtial,Dharmapuri,17-08-2019,0,26.1,34.2,78.3,100,0,7.3,8,2019
Jagtial,Dharmapuri,18-08-2019,0,26.2,32.9,81.7,99.2,0,9.7,8,2019
Jagtial,Dharmapuri,19-08-2019,0,24.9,30.3,96.7,100,0,9.7,8,2019
Jagtial,Dharmapuri,20-08-2019,0.3,25.9,35,72.6,97.2,0,11.3,8,2019
Jagtial,Dharmapuri,21-08-2019,0,25.7,33.1,85,100,0,10.7,8,2019
Jagtial,Dharmapuri,22-08-2019,3.3,24.8,33.5,87.8,100,0,9.5,8,2019
Jagtial,Dharmapuri,23-08-2019,11.3,23.4,32,85.2,100,0,9.6,8,2019
Jagtial,Dharmapuri,24-08-2019,4.5,24.6,26.6,97.1,100,0,1,8,2019
Jagtial,Dharmapuri,25-08-2019,0,25.5,32.4,90.5,100,0,3.8,8,2019
Jagtial,Dharmapuri,26-08-2019,4.1,24.6,31.7,92.3,100,0,7.7,8,2019
Jagtial,Dharmapuri,27-08-2019,18.6,23.5,32.8,82.2,100,0.5,15.8,8,2019
Jagtial,Dharmapuri,28-08-2019,0,24.2,33.3,76.5,100,0,15.3,8,2019
Jagtial,Dharmapuri,29-08-2019,0,24.3,35.3,61.4,98,0,3.4,8,2019
Jagtial,Dharmapuri,30-08-2019,0,25.9,35.9,64.2,91.8,0,12.5,8,2019
Jagtial,Dharmapuri,31-08-2019,24.6,23.9,34.9,69.8,91.6,0,20.7,8,2019
Jagtial,Dharmapuri,01-09-2019,0.6,24.1,30.7,88.6,92,1.6,12,9,2019
Jagtial,Dharmapuri,02-09-2019,2.3,24.5,32.8,81.9,95.8,1.1,15.5,9,2019
Jagtial,Dharmapuri,03-09-2019,3.6,24.4,28.6,88.2,92.1,0,13.3,9,2019
Jagtial,Dharmapuri,04-09-2019,6.6,24.2,28.4,85.8,97.7,2,15.2,9,2019
Jagtial,Dharmapuri,05-09-2019,0.3,24.3,29.8,87.3,98.6,1.7,13.8,9,2019
Jagtial,Dharmapuri,06-09-2019,2.2,24.3,33.5,75.7,94.9,0,15.2,9,2019
Jagtial,Dharmapuri,07-09-2019,3,24.1,28.5,91.6,96.9,0,15,9,2019
Jagtial,Dharmapuri,08-09-2019,2.3,24.3,29.8,86.3,95,0.3,15.4,9,2019
Jagtial,Dharmapuri,09-09-2019,9.3,24,31.2,85.8,97.8,0,14,9,2019
Jagtial,Buggaram,01-07-2019,0.3,24.9,29.7,95.6,99.9,0,13.2,7,2019
Jagtial,Buggaram,02-07-2019,0,24.9,30.8,92.2,99.9,0,9.6,7,2019
Jagtial,Buggaram,03-07-2019,0.3,24.9,31,83.7,99.9,0.9,11.5,7,2019
Jagtial,Buggaram,04-07-2019,0,27.2,32.9,84.8,99.9,0,12.3,7,2019
Jagtial,Buggaram,05-07-2019,0,27.5,35.8,66.4,99.4,0.2,9,7,2019
Jagtial,Buggaram,06-07-2019,12,24.5,34.6,72.9,99.9,0,7.7,7,2019
Jagtial,Buggaram,07-07-2019,0.3,27.5,34.7,75,99.9,0.1,12.1,7,2019
Jagtial,Buggaram,08-07-2019,0.3,26.3,35,76.8,99.9,1,7.7,7,2019
Jagtial,Buggaram,09-07-2019,1,25.4,35.7,70.8,99.9,0,12.8,7,2019
Jagtial,Buggaram,10-07-2019,0,24.9,34.4,71.7,99.9,0,8.9,7,2019
Jagtial,Buggaram,11-07-2019,0.5,24.6,35.7,68.8,99.9,0,10.2,7,2019
Jagtial,Buggaram,12-07-2019,0.5,24.6,32.6,75.7,99.9,0,7.1,7,2019
Jagtial,Buggaram,13-07-2019,0.3,27.5,35.4,69.2,99.9,0,9.3,7,2019
Jagtial,Buggaram,14-07-2019,0,27.5,36.4,61.5,99.9,0,8.9,7,2019
Jagtial,Buggaram,15-07-2019,0,28.5,35.6,55.6,91.4,0,10.1,7,2019
Jagtial,Buggaram,16-07-2019,0,27.2,36.1,53.3,88.5,0,11.6,7,2019
Jagtial,Buggaram,17-07-2019,0,27.3,37.5,44.2,85.6,0,15.7,7,2019
Jagtial,Buggaram,18-07-2019,0,27.6,37.8,46.5,80.8,0,14.3,7,2019
Jagtial,Buggaram,19-07-2019,0,27.4,37.8,42.7,97.6,0,14.7,7,2019
Jagtial,Buggaram,20-07-2019,12.8,24.9,37.7,63.5,99.9,0,13.7,7,2019
Jagtial,Buggaram,21-07-2019,46.8,25,35.2,92.2,99.9,0,9.5,7,2019
Jagtial,Buggaram,22-07-2019,0,26.8,35.2,68.7,99.9,0,7.6,7,2019
Jagtial,Buggaram,23-07-2019,0,27.5,37.7,67.4,99.9,0,7,7,2019
Jagtial,Buggaram,24-07-2019,0,27.4,37.6,71.4,94.1,0,7.6,7,2019
Jagtial,Buggaram,25-07-2019,0,27.5,37.8,63.9,91.7,0,7.5,7,2019
Jagtial,Buggaram,26-07-2019,6.5,24.3,37.4,64.2,99.9,0,18.3,7,2019
Jagtial,Buggaram,27-07-2019,36,24.3,28.1,96,99.9,0,10.8,7,2019
Jagtial,Buggaram,28-07-2019,12.5,24.4,30.5,92.1,99.9,0,11.3,7,2019
Jagtial,Buggaram,29-07-2019,10.5,24.9,30.1,94.5,99.9,0.6,12.1,7,2019
Jagtial,Buggaram,30-07-2019,17.8,23.7,27.8,96.9,99.9,0.8,9.6,7,2019
Jagtial,Buggaram,31-07-2019,0.5,24.3,30,87.6,99.9,0.9,12.1,7,2019
Jagtial,Buggaram,01-08-2019,3.3,25.5,30.7,78.4,99.9,0,13.3,8,2019
Jagtial,Buggaram,02-08-2019,29,24.9,30.5,96.8,99.9,1.5,7,8,2019
Jagtial,Buggaram,03-08-2019,18,24.2,27.7,90.9,99.9,1.4,6.1,8,2019
Jagtial,Buggaram,04-08-2019,7.3,24.1,29.6,95.7,99.9,0.2,10.6,8,2019
Jagtial,Buggaram,05-08-2019,0,25.3,32.6,88.6,99.9,1.5,9.1,8,2019
Jagtial,Buggaram,06-08-2019,2.8,24.6,32.6,84.8,99.9,0,14.8,8,2019
Jagtial,Buggaram,07-08-2019,16.5,24,28.7,91.9,99.9,0,11,8,2019
Jagtial,Buggaram,08-08-2019,14.8,24.3,28.2,94.7,99.9,0,7.9,8,2019
Jagtial,Buggaram,09-08-2019,4.3,25,28.2,97.8,99.9,0,8.4,8,2019
Jagtial,Buggaram,10-08-2019,0,24.6,32.9,83.2,99.9,1.4,11.6,8,2019
Jagtial,Buggaram,11-08-2019,0,25.4,35.3,80.7,99.9,0,11.6,8,2019
Jagtial,Buggaram,12-08-2019,8.5,24.2,33.6,78.9,99.9,0,11.9,8,2019
Jagtial,Buggaram,13-08-2019,0.5,27.5,32.6,98.5,99.9,0,11.2,8,2019
Jagtial,Buggaram,14-08-2019,13.8,24.9,29.9,86.8,99.9,0,10.1,8,2019
Jagtial,Buggaram,15-08-2019,26,24.9,32.9,86.6,99.9,0,8,8,2019
Jagtial,Buggaram,16-08-2019,0,26.9,34.1,74.5,99.9,0,9.3,8,2019
Jagtial,Buggaram,17-08-2019,0,26.7,33.7,73.6,99.9,0,8.3,8,2019
Jagtial,Buggaram,18-08-2019,0,27.5,33.3,75.4,99.9,0,10.9,8,2019
Jagtial,Buggaram,19-08-2019,0,25,30.6,83.6,99.9,0,9.6,8,2019
Jagtial,Buggaram,20-08-2019,0,26.3,35.2,70.1,99.9,0,11,8,2019
Jagtial,Buggaram,21-08-2019,0.8,26,32.6,79.1,99.9,0,10.7,8,2019
Jagtial,Buggaram,22-08-2019,0,24.9,33.3,84,99.9,0.1,11.2,8,2019
Jagtial,Buggaram,23-08-2019,13.3,24.2,32.1,90.5,99.9,0,11.5,8,2019
Jagtial,Buggaram,24-08-2019,1.8,24.7,28.2,98.6,99.9,0,9.6,8,2019
Jagtial,Buggaram,25-08-2019,0,25.3,33,85.2,99.9,0,10.3,8,2019
Jagtial,Buggaram,26-08-2019,0.8,24.5,32.9,86.2,99.9,0,14,8,2019
Jagtial,Buggaram,27-08-2019,10,24.5,32.6,84.8,99.9,0,16.2,8,2019
Jagtial,Buggaram,28-08-2019,0,24.8,33,92.5,99.9,0,7.2,8,2019
Jagtial,Buggaram,29-08-2019,0.5,24.8,35.8,84.6,99.9,0,8.4,8,2019
Jagtial,Buggaram,30-08-2019,0,26.7,35.7,71.6,99.9,0,11.9,8,2019
Jagtial,Buggaram,31-08-2019,17,24.5,35.5,73.3,99.9,0,7.1,8,2019
Jagtial,Buggaram,01-09-2019,0.5,24.9,31.6,90.9,99.9,0,8,9,2019
Jagtial,Buggaram,02-09-2019,0.8,24.9,32.8,84.3,99.9,0,10,9,2019
Jagtial,Buggaram,03-09-2019,5.8,24.5,28.5,93.7,99.9,0,11.8,9,2019
Jagtial,Buggaram,04-09-2019,1.3,24.4,30.7,95.7,99.9,0,7,9,2019
Jagtial,Buggaram,05-09-2019,0,24.3,30.6,95.8,99.9,0,8.4,9,2019
Jagtial,Buggaram,06-09-2019,1,24.4,33.2,93.6,99.9,0,13.3,9,2019
Jagtial,Buggaram,07-09-2019,1.5,24.9,29.8,94.5,99.9,0.4,11.2,9,2019
Jagtial,Buggaram,08-09-2019,1.5,24.9,30.7,93.2,99.9,0,13.9,9,2019
Jagtial,Buggaram,09-09-2019,4,24,30.7,92,99.9,0,12.5,9,2019
Jagtial,Jagitial Rural,01-07-2019,5.3,24.8,28.3,74.4,99.9,0,22.5,7,2019
Jagtial,Jagitial Rural,02-07-2019,0.3,27,32.4,91.5,99.9,0,17.1,7,2019
Jagtial,Jagitial Rural,03-07-2019,7.5,25,32.4,81.6,99.9,4.2,21.1,7,2019
Jagtial,Jagitial Rural,04-07-2019,0.8,27.5,32.8,80.5,99.9,0,20.9,7,2019
Jagtial,Jagitial Rural,05-07-2019,0,27.5,35,58.5,97.9,0,21,7,2019
Jagtial,Jagitial Rural,06-07-2019,2.3,24.9,35.2,55.4,99.9,0,28.7,7,2019
Jagtial,Jagitial Rural,07-07-2019,1.8,27.5,35.3,70,98.3,0,23.2,7,2019
Jagtial,Jagitial Rural,08-07-2019,4.8,24.9,33,70.9,99.9,0,39.5,7,2019
Jagtial,Jagitial Rural,09-07-2019,0.3,25.8,35.2,58.7,99.9,0,23.2,7,2019
Jagtial,Jagitial Rural,10-07-2019,2,24.8,35.3,65.1,99.9,0,16.7,7,2019
Jagtial,Jagitial Rural,11-07-2019,10,25.9,37.9,56.1,99.9,0,18.4,7,2019
Jagtial,Jagitial Rural,12-07-2019,8.5,24.9,32.8,75,99.9,0,17.7,7,2019
Jagtial,Jagitial Rural,13-07-2019,0,24.9,35.1,64.1,99.9,0,15.7,7,2019
Jagtial,Jagitial Rural,14-07-2019,0,27.5,35.2,58.4,91.4,0,15.5,7,2019
Jagtial,Jagitial Rural,15-07-2019,0,27.5,37,55.4,88.8,0,19.2,7,2019
Jagtial,Jagitial Rural,16-07-2019,0,27.5,37.8,47.2,84.6,0,22.7,7,2019
Jagtial,Jagitial Rural,17-07-2019,0,27.5,36.7,43.7,90.8,0,18.4,7,2019
Jagtial,Jagitial Rural,18-07-2019,0,27.5,37.8,44,85.7,0,17.6,7,2019
Jagtial,Jagitial Rural,19-07-2019,0,27.2,37.8,39.9,84.2,0,16,7,2019
Jagtial,Jagitial Rural,20-07-2019,21,24.9,37.6,49.3,99.9,0,10.4,7,2019
Jagtial,Jagitial Rural,21-07-2019,60.5,25,35.2,71.4,100,0,13.4,7,2019
Jagtial,Jagitial Rural,22-07-2019,0.8,26.6,35.9,69,100,0,8.7,7,2019
Jagtial,Jagitial Rural,23-07-2019,0,26.5,35.2,58.3,94.3,0,3.5,7,2019
Jagtial,Jagitial Rural,24-07-2019,0,26.9,35.7,51.2,83.2,0,7.5,7,2019
Jagtial,Jagitial Rural,25-07-2019,0,27.4,34.9,54.8,77.1,0,14.3,7,2019
Jagtial,Jagitial Rural,26-07-2019,19.5,23.7,33.9,57.3,100,0,16.9,7,2019
Jagtial,Jagitial Rural,27-07-2019,39.5,23.7,26.8,85,98.2,0,17.3,7,2019
Jagtial,Jagitial Rural,28-07-2019,8,23.8,28.3,78.9,96,0,19.4,7,2019
Jagtial,Jagitial Rural,29-07-2019,22.8,23.7,27.7,83.5,97.8,0,17.2,7,2019
Jagtial,Jagitial Rural,30-07-2019,26.3,23.7,25.3,89.2,97,6.7,26.4,7,2019
Jagtial,Jagitial Rural,31-07-2019,0,24.6,27.5,99.9,100,0,24.1,7,2019
Jagtial,Jagitial Rural,01-08-2019,1.8,25.7,30.2,88.9,100,0,16,8,2019
Jagtial,Jagitial Rural,02-08-2019,56.3,23.4,28.6,96.2,100,0,22.7,8,2019
Jagtial,Jagitial Rural,03-08-2019,16.5,23.9,25.4,89.3,96.6,5.9,15.7,8,2019
Jagtial,Jagitial Rural,04-08-2019,20.4,23.5,26.9,87.6,100,0.2,1.6,8,2019
Jagtial,Jagitial Rural,05-08-2019,0,25.1,31.7,76.7,92.8,0.2,1.2,8,2019
Jagtial,Jagitial Rural,06-08-2019,1,24.5,31.2,81.1,100,3.9,16.9,8,2019
Jagtial,Jagitial Rural,07-08-2019,39.3,23.8,27.8,82.2,98.1,6.1,26.7,8,2019
Jagtial,Jagitial Rural,08-08-2019,13.8,24.4,26.3,86.5,98.2,0,20.3,8,2019
Jagtial,Jagitial Rural,09-08-2019,5,25.2,26.5,82.8,95.4,0,17.4,8,2019
Jagtial,Jagitial Rural,10-08-2019,0,25.3,34.2,69.2,89,0,1.2,8,2019
Jagtial,Jagitial Rural,11-08-2019,0,25.6,33.7,61.8,88.7,0,1.7,8,2019
Jagtial,Jagitial Rural,12-08-2019,24.2,23.9,33,68,99.3,0,2.2,8,2019
Jagtial,Jagitial Rural,13-08-2019,4,25.9,30.2,78.3,100,0,19.6,8,2019
Jagtial,Jagitial Rural,14-08-2019,22.8,23.8,27.6,82.2,98.7,0,14.7,8,2019
Jagtial,Jagitial Rural,15-08-2019,13.5,23.6,30.1,99.4,100,0,14.7,8,2019
Jagtial,Jagitial Rural,16-08-2019,0,25.5,32.6,86.3,100,0,12.7,8,2019
Jagtial,Jagitial Rural,17-08-2019,0,26.5,32.7,85.4,100,0,15,8,2019
Jagtial,Jagitial Rural,18-08-2019,0,25.9,31.6,87.8,100,0,11.3,8,2019
Jagtial,Jagitial Rural,19-08-2019,0,24.8,30.1,97.8,100,0,12.2,8,2019
Jagtial,Jagitial Rural,20-08-2019,0.5,25.8,33.4,87.1,100,0,11.8,8,2019
Jagtial,Jagitial Rural,21-08-2019,4,25.3,31.8,93.6,100,0,16.4,8,2019
Jagtial,Jagitial Rural,22-08-2019,35.6,24.4,31.1,79.3,98.3,0,13.5,8,2019
Jagtial,Jagitial Rural,23-08-2019,16.3,23,28.8,82.9,99.1,0,15.3,8,2019
Jagtial,Jagitial Rural,24-08-2019,1.5,24.5,27.1,87.9,99,0,9.7,8,2019
Jagtial,Jagitial Rural,25-08-2019,0,25.5,31.2,92.8,100,0,15.3,8,2019
Jagtial,Jagitial Rural,26-08-2019,0,25.1,31.1,94.5,100,0,16.1,8,2019
Jagtial,Jagitial Rural,27-08-2019,9,23.6,31.2,91.7,100,0,15.4,8,2019
Jagtial,Jagitial Rural,28-08-2019,0,24.8,32.1,88.7,100,0,14.2,8,2019
Jagtial,Jagitial Rural,29-08-2019,0,25,32.8,78.2,100,0,13.9,8,2019
Jagtial,Jagitial Rural,30-08-2019,0,26.2,34,83.6,100,0,12.7,8,2019
Jagtial,Jagitial Rural,31-08-2019,14.5,23.9,33.1,87.8,100,0,12.8,8,2019
Jagtial,Jagitial Rural,01-09-2019,0,24.2,29.7,78.7,94.4,0,15,9,2019
Jagtial,Jagitial Rural,02-09-2019,0,23.8,30.6,99.7,100,0,15.2,9,2019
Jagtial,Jagitial Rural,03-09-2019,3.3,23.6,26.8,78.8,97.2,0,17.2,9,2019
Jagtial,Jagitial Rural,04-09-2019,1,24.2,27.8,82.9,93.4,0,14.6,9,2019
Jagtial,Jagitial Rural,05-09-2019,0,24.3,29.7,95.8,100,0,13.9,9,2019
Jagtial,Jagitial Rural,06-09-2019,2.5,23.7,32.2,94.5,100,0,15.3,9,2019
Jagtial,Jagitial Rural,07-09-2019,1,23.9,28,82.2,94.1,0,23.3,9,2019
Jagtial,Jagitial Rural,08-09-2019,4.5,24.4,28.9,80,92.9,0,14.7,9,2019
Jagtial,Jagitial Rural,09-09-2019,7.3,24.2,30.6,73,98.9,0,14.9,9,2019
Jagtial,Jagtial,01-07-2019,34.2,24.4,28.4,74.4,97.2,0.1,2.3,7,2019
Jagtial,Jagtial,02-07-2019,0.4,25.9,30.6,69.4,92.6,0,2.3,7,2019
Jagtial,Jagtial,03-07-2019,3.4,24.9,31.8,71,93.7,0.2,1.9,7,2019
Jagtial,Jagtial,04-07-2019,0,26.7,31.7,66.5,82.5,0,2.2,7,2019
Jagtial,Jagtial,05-07-2019,0,27.2,34.7,52.9,73.8,0.2,2.4,7,2019
Jagtial,Jagtial,06-07-2019,8.7,24.8,34.9,52.7,96.9,0,2.3,7,2019
Jagtial,Jagtial,07-07-2019,0,27,32.2,62.1,77.4,0.4,2,7,2019
Jagtial,Jagtial,08-07-2019,13.4,24.8,32.7,62.5,95.2,0.1,1.5,7,2019
Jagtial,Jagtial,09-07-2019,0,26.3,34.8,54.3,87.7,0.1,2.2,7,2019
Jagtial,Jagtial,10-07-2019,7.9,24.6,34.5,58.4,97.7,0,1.8,7,2019
Jagtial,Jagtial,11-07-2019,7.3,24.8,34.3,56.2,96.7,0,1.4,7,2019
Jagtial,Jagtial,12-07-2019,10.5,24.2,33.1,62.5,96,0.1,2.5,7,2019
Jagtial,Jagtial,13-07-2019,0,24.9,33.5,63.4,84,0,2.6,7,2019
Jagtial,Jagtial,14-07-2019,1.8,25.5,35.2,54,92.5,0,1.7,7,2019
Jagtial,Jagtial,15-07-2019,0,27.3,35.5,52.8,84.3,0,2.3,7,2019
Jagtial,Jagtial,16-07-2019,0,27.9,35.8,45,75.2,0,2.5,7,2019
Jagtial,Jagtial,17-07-2019,0,26.9,36.2,43.7,80.4,0,2.2,7,2019
Jagtial,Jagtial,18-07-2019,0,27.4,37.5,44.5,74.6,0,1.8,7,2019
Jagtial,Jagtial,19-07-2019,0.4,25.5,37.7,37.4,85.8,0.1,2.4,7,2019
Jagtial,Jagtial,20-07-2019,29.9,24.1,35.7,47.3,98.2,0,1.7,7,2019
Jagtial,Jagtial,21-07-2019,47.1,24.9,32.7,67,100,0,1.2,7,2019
Jagtial,Jagtial,22-07-2019,0,26.9,34.3,59.9,89.2,0,1.4,7,2019
Jagtial,Jagtial,23-07-2019,0,26.7,35,59.5,89.7,0,1.3,7,2019
Jagtial,Jagtial,24-07-2019,0,27,34.5,56.7,86.1,0,1.3,7,2019
Jagtial,Jagtial,25-07-2019,0,27.9,35.1,57.4,82.6,0.1,1.4,7,2019
Jagtial,Jagtial,26-07-2019,24.5,24.2,34.4,58.1,97,0.1,2.3,7,2019
Jagtial,Jagtial,27-07-2019,48.9,23.6,27.2,85,98.2,0.2,2.3,7,2019
Jagtial,Jagtial,28-07-2019,6.7,22.4,28.9,78.9,96,0.1,1.8,7,2019
Jagtial,Jagtial,29-07-2019,23.9,23.6,28.6,83.5,97.8,0.1,1.8,7,2019
Jagtial,Jagtial,30-07-2019,29.7,22.4,25.1,89.2,97,0.2,1.2,7,2019
Jagtial,Jagtial,31-07-2019,0,24.7,27.9,77.6,91.4,0.2,2.9,7,2019
Jagtial,Jagtial,01-08-2019,0.5,25.9,31.6,68.2,86.4,0,2.1,8,2019
Jagtial,Jagtial,02-08-2019,61.9,23.6,30.6,74.5,97.4,0.3,1.9,8,2019
Jagtial,Jagtial,03-08-2019,24.6,24.1,25.3,89.3,96.6,0.3,1.6,8,2019
Jagtial,Jagtial,04-08-2019,21.4,23.8,27.5,82.3,96.2,0.2,1.6,8,2019
Jagtial,Jagtial,05-08-2019,0.5,25.2,32.6,67.3,91.8,0.2,1.2,8,2019
Jagtial,Jagtial,06-08-2019,3.5,24.7,31.5,75.5,95.3,0.2,1.7,8,2019
Jagtial,Jagtial,07-08-2019,40.3,23.9,28.9,82.2,98.1,0.3,1.9,8,2019
Jagtial,Jagtial,08-08-2019,22.8,24.1,26.2,86.5,98.2,0.2,1.7,8,2019
Jagtial,Jagtial,09-08-2019,5.4,25.6,26.7,82.8,95.4,0,1.2,8,2019
Jagtial,Jagtial,10-08-2019,0,25.3,33.1,66.1,87.2,0,1.2,8,2019
Jagtial,Jagtial,11-08-2019,0,25.6,33.7,61.8,88.7,0,1.7,8,2019
Jagtial,Jagtial,12-08-2019,21.6,24,32.7,63.2,98.6,0,2.2,8,2019
Jagtial,Jagtial,13-08-2019,3.9,25.8,32,69.7,96.9,0,2.4,8,2019
Jagtial,Jagtial,14-08-2019,22.5,24.1,27.9,82.2,98.7,0,1.7,8,2019
Jagtial,Jagtial,15-08-2019,28.4,23.6,31.3,77.6,98.8,0,1.1,8,2019
Jagtial,Jagtial,16-08-2019,0,25.5,32.7,67,94.5,0,1.8,8,2019
Jagtial,Jagtial,17-08-2019,0,26.3,33.2,63.8,93.7,0,1.7,8,2019
Jagtial,Jagtial,18-08-2019,0,25.3,31.9,66.5,97,0,1.6,8,2019
Jagtial,Jagtial,19-08-2019,3.9,24.4,29.6,80.3,98.3,0,1.8,8,2019
Jagtial,Jagtial,20-08-2019,0,25.9,32.3,65.7,94.3,0,1.7,8,2019
Jagtial,Jagtial,21-08-2019,3.5,25.6,31.8,71.8,95.9,0,1.6,8,2019
Jagtial,Jagtial,22-08-2019,40.8,23.1,30.9,79.3,98.3,0,2.1,8,2019
Jagtial,Jagtial,23-08-2019,38.5,23.3,28.5,82.9,99.1,0,2.4,8,2019
Jagtial,Jagtial,24-08-2019,2.2,24.7,27,87.9,99,0,1.9,8,2019
Jagtial,Jagtial,25-08-2019,0,25.1,30.5,67.4,95.6,0,1.3,8,2019
Jagtial,Jagtial,26-08-2019,0,25.2,31.4,68.8,93.1,0,1.8,8,2019
Jagtial,Jagtial,27-08-2019,3.1,23.5,31.5,66.9,97,0,2.4,8,2019
Jagtial,Jagtial,28-08-2019,0,25,31.4,63.6,97.1,0,1.3,8,2019
Jagtial,Jagtial,29-08-2019,0,24.7,32.8,58.4,94.4,0,1.5,8,2019
Jagtial,Jagtial,30-08-2019,0.9,25.8,33.8,61.6,96.2,0,1.8,8,2019
Jagtial,Jagtial,31-08-2019,37.7,24.1,33.2,64.7,98.9,0.1,1.8,8,2019
Jagtial,Jagtial,01-09-2019,0,24,30.5,78.7,94.4,0.1,1.7,9,2019
Jagtial,Jagtial,02-09-2019,0,23.7,30.5,73.4,93.3,0,1.8,9,2019
Jagtial,Jagtial,03-09-2019,5.4,23.6,27.9,78.8,97.2,0.1,2.3,9,2019
Jagtial,Jagtial,04-09-2019,0,24.5,28.2,82.9,93.4,0.1,2.1,9,2019
Jagtial,Jagtial,05-09-2019,0,24.3,30,79.2,95.8,0,1.4,9,2019
Jagtial,Jagtial,06-09-2019,4.4,23.9,32.5,70.6,93.5,0.1,1.8,9,2019
Jagtial,Jagtial,07-09-2019,2.4,24.1,28.3,82.2,94.1,0,2.1,9,2019
Jagtial,Jagtial,08-09-2019,1.2,24.8,29.2,80,92.9,0.1,1.7,9,2019
Jagtial,Jagtial,09-09-2019,7.4,24.7,31.1,73,98.9,0,2.9,9,2019
Jagtial,Medipalle,01-07-2019,18.8,25.6,29.8,79.8,98.9,0.1,25.5,7,2019
Jagtial,Medipalle,02-07-2019,0.9,26.7,31.3,75,94.3,0,15.5,7,2019
Jagtial,Medipalle,03-07-2019,5.3,25.7,32.5,78.6,97.4,0,22.7,7,2019
Jagtial,Medipalle,04-07-2019,1,28.1,32.1,73.3,90.9,0.3,22.9,7,2019
Jagtial,Medipalle,05-07-2019,0,28.4,35.3,58.7,83,3.4,29.8,7,2019
Jagtial,Medipalle,06-07-2019,7.4,25.8,35.8,59,96.5,0,33.6,7,2019
Jagtial,Medipalle,07-07-2019,0.1,27.5,33.7,66,86.5,5.5,30,7,2019
Jagtial,Medipalle,08-07-2019,10.6,25.7,33.4,67.3,96.6,0.8,22.8,7,2019
Jagtial,Medipalle,09-07-2019,0,27.4,35.8,61.7,87.1,3.8,30.6,7,2019
Jagtial,Medipalle,10-07-2019,6.9,25.9,34.6,67.2,97.6,0,35.4,7,2019
Jagtial,Medipalle,11-07-2019,4.1,26,36.2,59.3,96.8,0.4,17.1,7,2019
Jagtial,Medipalle,12-07-2019,13.4,25.6,33.3,70.6,98.7,0,18.1,7,2019
Jagtial,Medipalle,13-07-2019,0,27.3,34.6,70.6,88.1,0,23.6,7,2019
Jagtial,Medipalle,14-07-2019,2.1,26.5,36.1,62.1,92.1,0,30,7,2019
Jagtial,Medipalle,15-07-2019,1.3,27.9,36.5,57.5,83.1,0,23.3,7,2019
Jagtial,Medipalle,16-07-2019,0,28.4,36.5,51,79.9,0,26.2,7,2019
Jagtial,Medipalle,17-07-2019,0,28.3,36.4,50.4,81.8,0,26.8,7,2019
Jagtial,Medipalle,18-07-2019,0,27.2,37.4,50.3,81.4,0,13.2,7,2019
Jagtial,Medipalle,19-07-2019,0.4,26,37.6,45.9,86.4,0,15.9,7,2019
Jagtial,Medipalle,20-07-2019,25.4,25.6,37.2,55.5,98.8,0,10.5,7,2019
Jagtial,Medipalle,21-07-2019,24.8,24.8,33.9,74.7,99.7,0,9.5,7,2019
Jagtial,Medipalle,22-07-2019,0,27,36,62.5,93.1,0,7.2,7,2019
Jagtial,Medipalle,23-07-2019,0,26.9,36,61.7,93,0,5.1,7,2019
Jagtial,Medipalle,24-07-2019,0,26.4,35.8,60.3,88.5,0,7.7,7,2019
Jagtial,Medipalle,25-07-2019,0,27.7,35.4,63.4,85.1,0,14.2,7,2019
Jagtial,Medipalle,26-07-2019,9,25.2,34.8,65.3,98.7,0.1,27.8,7,2019
Jagtial,Medipalle,27-07-2019,23.7,23.8,28.5,87.9,98.9,0,17.1,7,2019
Jagtial,Medipalle,28-07-2019,9.1,24.4,29.1,81.4,98.5,0,25,7,2019
Jagtial,Medipalle,29-07-2019,14.3,24.9,28.1,85.6,98.9,1.3,30.1,7,2019
Jagtial,Medipalle,30-07-2019,26.9,23.3,26.1,93.6,98,4.3,23.9,7,2019
Jagtial,Medipalle,31-07-2019,0.3,25,28.2,85.4,94.1,4.7,41.8,7,2019
Jagtial,Medipalle,01-08-2019,0.3,25.7,30.9,74.2,90.2,2.8,28.6,8,2019
Jagtial,Medipalle,02-08-2019,39.7,23.9,30.3,81.8,98.8,3.1,31.1,8,2019
Jagtial,Medipalle,03-08-2019,22.2,23.4,25.9,93.8,98.4,7.1,24.3,8,2019
Jagtial,Medipalle,04-08-2019,16.3,24,28.3,88.1,94,3.4,32.4,8,2019
Jagtial,Medipalle,05-08-2019,0.9,25.1,32.5,75.1,90.7,1.5,32.3,8,2019
Jagtial,Medipalle,06-08-2019,6.5,24.5,30.8,79.4,97,1.6,21.3,8,2019
Jagtial,Medipalle,07-08-2019,40.8,24.4,28.2,88.9,98.2,7.3,23.1,8,2019
Jagtial,Medipalle,08-08-2019,17,23.8,26.8,93.2,97.1,0.2,18.1,8,2019
Jagtial,Medipalle,09-08-2019,3.8,24.9,28,87.1,96.2,2.6,15.3,8,2019
Jagtial,Medipalle,10-08-2019,0,25.3,33.7,72.5,90.1,0.6,23,8,2019
